contact_id,informationtype,productservicetype,productserviceline,productservicename,location_id,dateadded
5367,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,Gen-Probe Detection Reagent Kit,709,2010-07-19 00:00:00.0
5368,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe GROUP B STREPTOCOCCUS Culture Identification Test ",710,2010-07-19 00:00:00.0
5369,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,710,2010-07-19 00:00:00.0
5370,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe LISTERIA MONOCYTOGENES Culture Identification Test,710,2010-07-19 00:00:00.0
5371,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe NEISSERIA GONORRHOEAE Culture Identification Test ",710,2010-07-19 00:00:00.0
5372,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STAPHYLOCOCCUS AUREUS Culture Identification Test,710,2010-07-19 00:00:00.0
5373,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,710,2010-07-19 00:00:00.0
5374,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe Culture Identification Reagent Kit ",710,2010-07-19 00:00:00.0
5375,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",Gen-Probe Detection Reagent Kit,710,2010-07-19 00:00:00.0
5376,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,710,2010-07-19 00:00:00.0
5377,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe COCCIDIOIDES IMMITIS Culture Identification Test,710,2010-07-19 00:00:00.0
5378,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe HISTOPLASMA CAPSULATUM Culture Identification Test,710,2010-07-19 00:00:00.0
5379,distributers,Microbial Infectious Diseases,Fungal Culture Identification,"AccuProbe Culture Identification Reagent Kit ",710,2010-07-19 00:00:00.0
5380,distributers,Microbial Infectious Diseases,Fungal Culture Identification,Gen-Probe Detection Reagent Kit,710,2010-07-19 00:00:00.0
5381,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM TUBERCULOSIS Complex Culture Identification Test,710,2010-07-19 00:00:00.0
5382,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Culture Identification Test,710,2010-07-19 00:00:00.0
5383,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM INTRACELLULARE Culture Identification Test,710,2010-07-19 00:00:00.0
5384,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Complex Culture Identification Test,710,2010-07-19 00:00:00.0
5385,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM GORDONAE Culture Identification Test,710,2010-07-19 00:00:00.0
5386,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM KANSASII Culture Identification Test,710,2010-07-19 00:00:00.0
5387,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,"AccuProbe Culture Identification Reagent Kit ",710,2010-07-19 00:00:00.0
5388,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,Gen-Probe Detection Reagent Kit,710,2010-07-19 00:00:00.0
5389,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe GROUP B STREPTOCOCCUS Culture Identification Test ",711,2010-07-19 00:00:00.0
5390,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,711,2010-07-19 00:00:00.0
5391,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe LISTERIA MONOCYTOGENES Culture Identification Test,711,2010-07-19 00:00:00.0
5392,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe NEISSERIA GONORRHOEAE Culture Identification Test ",711,2010-07-19 00:00:00.0
5393,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STAPHYLOCOCCUS AUREUS Culture Identification Test,711,2010-07-19 00:00:00.0
5394,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,711,2010-07-19 00:00:00.0
5395,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe Culture Identification Reagent Kit ",711,2010-07-19 00:00:00.0
5396,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",Gen-Probe Detection Reagent Kit,711,2010-07-19 00:00:00.0
5397,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,711,2010-07-19 00:00:00.0
5398,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe COCCIDIOIDES IMMITIS Culture Identification Test,711,2010-07-19 00:00:00.0
5399,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe HISTOPLASMA CAPSULATUM Culture Identification Test,711,2010-07-19 00:00:00.0
5400,distributers,Microbial Infectious Diseases,Fungal Culture Identification,"AccuProbe Culture Identification Reagent Kit ",711,2010-07-19 00:00:00.0
5401,distributers,Microbial Infectious Diseases,Fungal Culture Identification,Gen-Probe Detection Reagent Kit,711,2010-07-19 00:00:00.0
5402,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM TUBERCULOSIS Complex Culture Identification Test,711,2010-07-19 00:00:00.0
5403,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Culture Identification Test,711,2010-07-19 00:00:00.0
5404,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM INTRACELLULARE Culture Identification Test,711,2010-07-19 00:00:00.0
5405,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Complex Culture Identification Test,711,2010-07-19 00:00:00.0
5406,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM GORDONAE Culture Identification Test,711,2010-07-19 00:00:00.0
5407,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM KANSASII Culture Identification Test,711,2010-07-19 00:00:00.0
5408,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,"AccuProbe Culture Identification Reagent Kit ",711,2010-07-19 00:00:00.0
5409,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,Gen-Probe Detection Reagent Kit,711,2010-07-19 00:00:00.0
5410,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe GROUP B STREPTOCOCCUS Culture Identification Test ",712,2010-07-19 00:00:00.0
5411,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,712,2010-07-19 00:00:00.0
5412,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe LISTERIA MONOCYTOGENES Culture Identification Test,712,2010-07-19 00:00:00.0
5413,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe NEISSERIA GONORRHOEAE Culture Identification Test ",712,2010-07-19 00:00:00.0
5414,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STAPHYLOCOCCUS AUREUS Culture Identification Test,712,2010-07-19 00:00:00.0
5415,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,712,2010-07-19 00:00:00.0
5416,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe Culture Identification Reagent Kit ",712,2010-07-19 00:00:00.0
5417,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",Gen-Probe Detection Reagent Kit,712,2010-07-19 00:00:00.0
5418,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,712,2010-07-19 00:00:00.0
5419,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe COCCIDIOIDES IMMITIS Culture Identification Test,712,2010-07-19 00:00:00.0
5420,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe HISTOPLASMA CAPSULATUM Culture Identification Test,712,2010-07-19 00:00:00.0
5421,distributers,Microbial Infectious Diseases,Fungal Culture Identification,"AccuProbe Culture Identification Reagent Kit ",712,2010-07-19 00:00:00.0
5422,distributers,Microbial Infectious Diseases,Fungal Culture Identification,Gen-Probe Detection Reagent Kit,712,2010-07-19 00:00:00.0
5423,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM TUBERCULOSIS Complex Culture Identification Test,712,2010-07-19 00:00:00.0
5424,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Culture Identification Test,712,2010-07-19 00:00:00.0
5425,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM INTRACELLULARE Culture Identification Test,712,2010-07-19 00:00:00.0
5426,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Complex Culture Identification Test,712,2010-07-19 00:00:00.0
5427,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM GORDONAE Culture Identification Test,712,2010-07-19 00:00:00.0
5428,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM KANSASII Culture Identification Test,712,2010-07-19 00:00:00.0
5429,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,"AccuProbe Culture Identification Reagent Kit ",712,2010-07-19 00:00:00.0
5430,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,Gen-Probe Detection Reagent Kit,712,2010-07-19 00:00:00.0
5431,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe GROUP B STREPTOCOCCUS Culture Identification Test ",713,2010-07-19 00:00:00.0
5432,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,713,2010-07-19 00:00:00.0
5433,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe LISTERIA MONOCYTOGENES Culture Identification Test,713,2010-07-19 00:00:00.0
5434,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe NEISSERIA GONORRHOEAE Culture Identification Test ",713,2010-07-19 00:00:00.0
5435,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STAPHYLOCOCCUS AUREUS Culture Identification Test,713,2010-07-19 00:00:00.0
5436,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,713,2010-07-19 00:00:00.0
5437,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe Culture Identification Reagent Kit ",713,2010-07-19 00:00:00.0
5438,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",Gen-Probe Detection Reagent Kit,713,2010-07-19 00:00:00.0
5439,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,713,2010-07-19 00:00:00.0
5440,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe COCCIDIOIDES IMMITIS Culture Identification Test,713,2010-07-19 00:00:00.0
5441,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe HISTOPLASMA CAPSULATUM Culture Identification Test,713,2010-07-19 00:00:00.0
5442,distributers,Microbial Infectious Diseases,Fungal Culture Identification,"AccuProbe Culture Identification Reagent Kit ",713,2010-07-19 00:00:00.0
5443,distributers,Microbial Infectious Diseases,Fungal Culture Identification,Gen-Probe Detection Reagent Kit,713,2010-07-19 00:00:00.0
5444,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM TUBERCULOSIS Complex Culture Identification Test,713,2010-07-19 00:00:00.0
5445,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Culture Identification Test,713,2010-07-19 00:00:00.0
5446,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM INTRACELLULARE Culture Identification Test,713,2010-07-19 00:00:00.0
5447,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Complex Culture Identification Test,713,2010-07-19 00:00:00.0
5448,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM GORDONAE Culture Identification Test,713,2010-07-19 00:00:00.0
5449,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM KANSASII Culture Identification Test,713,2010-07-19 00:00:00.0
5450,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,"AccuProbe Culture Identification Reagent Kit ",713,2010-07-19 00:00:00.0
5451,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,Gen-Probe Detection Reagent Kit,713,2010-07-19 00:00:00.0
5452,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe GROUP B STREPTOCOCCUS Culture Identification Test ",714,2010-07-19 00:00:00.0
5453,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,714,2010-07-19 00:00:00.0
5454,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe LISTERIA MONOCYTOGENES Culture Identification Test,714,2010-07-19 00:00:00.0
5455,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe NEISSERIA GONORRHOEAE Culture Identification Test ",714,2010-07-19 00:00:00.0
5456,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STAPHYLOCOCCUS AUREUS Culture Identification Test,714,2010-07-19 00:00:00.0
5457,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,714,2010-07-19 00:00:00.0
5458,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe Culture Identification Reagent Kit ",714,2010-07-19 00:00:00.0
5459,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",Gen-Probe Detection Reagent Kit,714,2010-07-19 00:00:00.0
5460,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,714,2010-07-19 00:00:00.0
5461,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe COCCIDIOIDES IMMITIS Culture Identification Test,714,2010-07-19 00:00:00.0
5462,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe HISTOPLASMA CAPSULATUM Culture Identification Test,714,2010-07-19 00:00:00.0
5463,distributers,Microbial Infectious Diseases,Fungal Culture Identification,"AccuProbe Culture Identification Reagent Kit ",714,2010-07-19 00:00:00.0
5464,distributers,Microbial Infectious Diseases,Fungal Culture Identification,Gen-Probe Detection Reagent Kit,714,2010-07-19 00:00:00.0
5465,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM TUBERCULOSIS Complex Culture Identification Test,714,2010-07-19 00:00:00.0
5466,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Culture Identification Test,714,2010-07-19 00:00:00.0
5467,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM INTRACELLULARE Culture Identification Test,714,2010-07-19 00:00:00.0
5468,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Complex Culture Identification Test,714,2010-07-19 00:00:00.0
5469,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM GORDONAE Culture Identification Test,714,2010-07-19 00:00:00.0
5470,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM KANSASII Culture Identification Test,714,2010-07-19 00:00:00.0
5471,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,"AccuProbe Culture Identification Reagent Kit ",714,2010-07-19 00:00:00.0
5472,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,Gen-Probe Detection Reagent Kit,714,2010-07-19 00:00:00.0
5473,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe GROUP B STREPTOCOCCUS Culture Identification Test ",715,2010-07-19 00:00:00.0
5474,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,715,2010-07-19 00:00:00.0
5475,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe LISTERIA MONOCYTOGENES Culture Identification Test,715,2010-07-19 00:00:00.0
5476,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe NEISSERIA GONORRHOEAE Culture Identification Test ",715,2010-07-19 00:00:00.0
5477,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STAPHYLOCOCCUS AUREUS Culture Identification Test,715,2010-07-19 00:00:00.0
5478,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,715,2010-07-19 00:00:00.0
5479,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe Culture Identification Reagent Kit ",715,2010-07-19 00:00:00.0
5480,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",Gen-Probe Detection Reagent Kit,715,2010-07-19 00:00:00.0
5481,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,715,2010-07-19 00:00:00.0
5482,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe COCCIDIOIDES IMMITIS Culture Identification Test,715,2010-07-19 00:00:00.0
5483,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe HISTOPLASMA CAPSULATUM Culture Identification Test,715,2010-07-19 00:00:00.0
5484,distributers,Microbial Infectious Diseases,Fungal Culture Identification,"AccuProbe Culture Identification Reagent Kit ",715,2010-07-19 00:00:00.0
5485,distributers,Microbial Infectious Diseases,Fungal Culture Identification,Gen-Probe Detection Reagent Kit,715,2010-07-19 00:00:00.0
5486,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM TUBERCULOSIS Complex Culture Identification Test,715,2010-07-19 00:00:00.0
5487,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Culture Identification Test,715,2010-07-19 00:00:00.0
5488,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM INTRACELLULARE Culture Identification Test,715,2010-07-19 00:00:00.0
5489,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Complex Culture Identification Test,715,2010-07-19 00:00:00.0
5490,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM GORDONAE Culture Identification Test,715,2010-07-19 00:00:00.0
5491,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM KANSASII Culture Identification Test,715,2010-07-19 00:00:00.0
5492,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,"AccuProbe Culture Identification Reagent Kit ",715,2010-07-19 00:00:00.0
5493,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,Gen-Probe Detection Reagent Kit,715,2010-07-19 00:00:00.0
5494,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe GROUP B STREPTOCOCCUS Culture Identification Test ",716,2010-07-19 00:00:00.0
5495,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,716,2010-07-19 00:00:00.0
5496,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe LISTERIA MONOCYTOGENES Culture Identification Test,716,2010-07-19 00:00:00.0
5497,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe NEISSERIA GONORRHOEAE Culture Identification Test ",716,2010-07-19 00:00:00.0
5498,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STAPHYLOCOCCUS AUREUS Culture Identification Test,716,2010-07-19 00:00:00.0
5499,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,716,2010-07-19 00:00:00.0
5500,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe Culture Identification Reagent Kit ",716,2010-07-19 00:00:00.0
5501,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",Gen-Probe Detection Reagent Kit,716,2010-07-19 00:00:00.0
5502,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,716,2010-07-19 00:00:00.0
5503,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe COCCIDIOIDES IMMITIS Culture Identification Test,716,2010-07-19 00:00:00.0
5504,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe HISTOPLASMA CAPSULATUM Culture Identification Test,716,2010-07-19 00:00:00.0
5505,distributers,Microbial Infectious Diseases,Fungal Culture Identification,"AccuProbe Culture Identification Reagent Kit ",716,2010-07-19 00:00:00.0
5506,distributers,Microbial Infectious Diseases,Fungal Culture Identification,Gen-Probe Detection Reagent Kit,716,2010-07-19 00:00:00.0
5507,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM TUBERCULOSIS Complex Culture Identification Test,716,2010-07-19 00:00:00.0
5508,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Culture Identification Test,716,2010-07-19 00:00:00.0
5509,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM INTRACELLULARE Culture Identification Test,716,2010-07-19 00:00:00.0
5510,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Complex Culture Identification Test,716,2010-07-19 00:00:00.0
5511,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM GORDONAE Culture Identification Test,716,2010-07-19 00:00:00.0
5512,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM KANSASII Culture Identification Test,716,2010-07-19 00:00:00.0
5513,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,"AccuProbe Culture Identification Reagent Kit ",716,2010-07-19 00:00:00.0
5514,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,Gen-Probe Detection Reagent Kit,716,2010-07-19 00:00:00.0
5515,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe GROUP B STREPTOCOCCUS Culture Identification Test ",717,2010-07-19 00:00:00.0
5516,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,717,2010-07-19 00:00:00.0
5517,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe LISTERIA MONOCYTOGENES Culture Identification Test,717,2010-07-19 00:00:00.0
5518,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe NEISSERIA GONORRHOEAE Culture Identification Test ",717,2010-07-19 00:00:00.0
5519,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STAPHYLOCOCCUS AUREUS Culture Identification Test,717,2010-07-19 00:00:00.0
5520,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,717,2010-07-19 00:00:00.0
5521,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe Culture Identification Reagent Kit ",717,2010-07-19 00:00:00.0
5522,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",Gen-Probe Detection Reagent Kit,717,2010-07-19 00:00:00.0
5523,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe BLASTOMYCES DERMATITIDIS Culture Identification Test,717,2010-07-19 00:00:00.0
5524,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe COCCIDIOIDES IMMITIS Culture Identification Test,717,2010-07-19 00:00:00.0
5525,distributers,Microbial Infectious Diseases,Fungal Culture Identification,AccuProbe HISTOPLASMA CAPSULATUM Culture Identification Test,717,2010-07-19 00:00:00.0
5526,distributers,Microbial Infectious Diseases,Fungal Culture Identification,"AccuProbe Culture Identification Reagent Kit ",717,2010-07-19 00:00:00.0
5527,distributers,Microbial Infectious Diseases,Fungal Culture Identification,Gen-Probe Detection Reagent Kit,717,2010-07-19 00:00:00.0
5528,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM TUBERCULOSIS Complex Culture Identification Test,717,2010-07-19 00:00:00.0
5529,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Culture Identification Test,717,2010-07-19 00:00:00.0
5530,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM INTRACELLULARE Culture Identification Test,717,2010-07-19 00:00:00.0
5531,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM AVIUM Complex Culture Identification Test,717,2010-07-19 00:00:00.0
5532,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM GORDONAE Culture Identification Test,717,2010-07-19 00:00:00.0
5533,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,AccuProbe MYCOBACTERIUM KANSASII Culture Identification Test,717,2010-07-19 00:00:00.0
5534,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,"AccuProbe Culture Identification Reagent Kit ",717,2010-07-19 00:00:00.0
5535,distributers,Microbial Infectious Diseases,Mycobacterial Culture Identification,Gen-Probe Detection Reagent Kit,717,2010-07-19 00:00:00.0
5536,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe GROUP B STREPTOCOCCUS Culture Identification Test ",718,2010-07-19 00:00:00.0
5537,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe HAEMOPHILUS INFLUENZAE Culture Identification Test,718,2010-07-19 00:00:00.0
5538,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe LISTERIA MONOCYTOGENES Culture Identification Test,718,2010-07-19 00:00:00.0
5539,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ","AccuProbe NEISSERIA GONORRHOEAE Culture Identification Test ",718,2010-07-19 00:00:00.0
5540,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STAPHYLOCOCCUS AUREUS Culture Identification Test,718,2010-07-19 00:00:00.0
5541,distributers,Microbial Infectious Diseases,"Bacterial Culture Identification ",AccuProbe STREPTOCOCCUS PNEUMONIAE Culture Identification Test,718,2010-07-19 00:00:00.0
