location_id,dropdownname,locationname,contactname,addressline1,addressline2,addressline3,phone1,phone2,phone3,fax1,fax2,email,website,locationtext,locationcomments,addr_id,addressoverride,sortorder
676,Hong Kong,bioMérieux China,,"17/Floor, Yen Sheng Centre, 64 Hoi Yuen Road, Kwun Tong, Kowloon - Hong Kong ",,,+852 2356 7033,,,Fax: +852 2330 2085,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
677,Hungary,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
678,Iceland,Logaland,,"Flatahrauni 31, 220 Hafnarfjör?ur, Iceland",,,+354 552 9080,,,Fax: +354 552 9015,,,,,added by cicie,200,,
679,India,bioMérieux India,,"A-32, Mohan Cooperative Industrial Estate",Mathura Road,"New Delhi – 110044, India",+91 11 42098800,,,Fax: +91 11 4 209 88 50,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
680,Indonesia,bioMérieux,,"Enseval Building - Kawasan Industri Pulo Gadung - JI. Pulo - Lentut No. 10, 13920  Jakarta Timur ",,,+0062 21 461 51 11,,,Fax: +0062 21 460 41 07,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,jakarta Timur indonesia,
681,Ireland,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
682,Israel,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
683,Italy,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
684,Jamaica,Gen-Probe Technical Sales Representative,J. Todd McPherson,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5310,,,,,toddm@gen-probe.com,,,added by cicie,200,,
685,Japan,FujiRebio,,"62-5 Nihonbashi-Hamacho 2-chome, Chuo-ku,Tokyo 103-0007, Japan",,,+81-3-5695-9223,,,Fax: +81-3-5695-9234,,fri-info@fujirebio.co.jp,www.fdi.com/,,added by cicie,200,,
686,Jordan,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
687,Kazakhstan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
688,Kenya,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
689,Kiribati,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
690,Korea - South,Choongwae Pharma,,"698, Shindaebang-Dong, donjak-ku, Seoul 156-757, Republic of Korea",,,+82-2-840-6968,,,Fax: +82-2-3486-7697,,info@cwholdings.co.kr,www.cwp.co.kr/eng,,added by cicie,200,,
691,Kuwait,Bader Sultan & Bros.,,"P.O. Box 867, Safat 13009","Safat, Kuwait",,+965 24610480,,,Fax: +965 24610488,,info@sultan.com.kw,www.badersultan.com,,added by cicie,200,,
692,Kyrgyzstan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
693,Latvia,Diamedica S.I.A.,,Augusta Deglava Str. 60,"Riga, Latvia, LV 1035",,+371-6757-7833,,,Fax: +371-6757-8270,,diamedica@diamedica.lv,www.diamedica.lv/,,added by cicie,200,,
694,Lesotho,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
695,Libya,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
696,Liechtenstein,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
697,Lithuania,Diamedica S.I.A.,,"Buivydiskiu g. 10, LT-07194 Vilnius, Lithuania",,,+370 5 2790080,,,Fax: +370 5 2107286,,,www.diamedica.lt/,,added by cicie,200,,
698,Luxembourg,bioMérieux,,Media Square,Place des Carabiniers 18-19,"B-1030 Bruxelles, Belgium",+32-2-743-0170,,,Fax: +32-2-733-5597,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
699,Madagascar,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
700,Malawi,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
701,Malaysia,Biotech Medical,,"No. 2, Persiaran Titiwangsa 1, Taman Tasik Titiwangsa, 53200 Kuala Lumpur",,,+603-40241900,,,Fax: +603-40245900,,info@biotechmedical.com.my,www.biotechmedical.com.my,,added by cicie,200,,
702,Mali,US CDC,,"1604 Clifton Rd. Atlanta, GA 30333, USA",,,1-800-232-4640,,,,," cdcinfo@cdc.gov",www.cdc.gov/,,added by cicie,200,,
703,Mali,USAID,,"Information Center, U.S. Agency for International Development, Ronald Reagan Building, Washington, D.C. 20523-1000",,,+202-712-0000,,,Fax: 202 216-3524,,,www.usaid.gov/,,added by cicie,200,,
704,Malta,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
705,Marshall Islands,Modern Laboratory Service Inc.,,"4300 Stine Road #209, Bakersfield, CA 93313",,,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
706,Mauritius,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
707,Mexico,bioMérieux Mexico,,"Chihuahua 88, Col. Progreso, 01080, D.F.  Mexico ",,,+52 55 54819550,,,Fax: +52 55 56162245,,,www.biomerieux.com.mx/servlet/srt/bio/mexico/home,,added by cicie,200,,
708,Micronesia,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
709,Moldova,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
710,Monaco,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
711,Mozambique,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
712,Namibia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
713,Nauru,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
714,Netherlands,bioMérieux,,"Hogeweg 5, Postbus 2104, 5301 LB  Zaltbommel ",,,+31 0418 681 040,,,Fax: +31 0418 681 068,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
715,New Zealand,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
716,Nigeria,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
717,Pakistan,BioSciences / Hoora Pharma,,"# 14, Road # 3, Block 7&8, Bahadur Yar Jang Society, Ameer Khusro Road, Karachi-75100, Pakistan",,,+92-21 34305031-5,,,Fax: +92-21 34305039,,info@hoorapharma.com,www.hoorapharma.com/,,added by cicie,200,"Ameer Khusro Road, Karachi-75100, Pakistan",
718,Palau,Modern Laboratory Service Inc.,,4300 Stine Road #209,"Bakersfield, CA  93313",,1-800-944-4062,,,Fax: 1-800-944-4032,,info@modernlab.com,www.modernlab.com/,,added by cicie,200,,
719,Panama,Inversiones Sagrav,,"Apartado Postal No. 2516, Panama, 9A, Panama",,,+50-7-233-0902,,,Fax: +50-7-233-5685,,inmunochem@terra.com.pe,"www.inmunochem.com ",,added by cicie,200,,
720,Papua New Guinea,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
721,Peru,Immunochem S.A.C.,Luis Quiroz,"Luis Felipe Villaran 904 San Isidro, Lima 27, Peru",,,+51 1 441-8262,,,Fax: +51 1 422-3701,,inmunochem@terra.com.pe,"www.inmunochem.com ",,added by cicie,200,,
722,Philippines,bioMérieux,,"11th Floor, Pearlbank Centre - 146 Valero Street, Salcedo Village, 1227 Makati City - Philippines ",,,+00 632 817 7741,,,Fax: +00 632 812 0896,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
723,Poland,bioMérieux,,"ul. Zeromskiego 17, 01-882   Warszawa ",,,+48 22 569 85 00,,,Fax: +48 22 569 85 54,,,www.biomerieux.pl/servlet/srt/bio/poland/home,,added by cicie,200,,
724,Portugal,bioMérieux,,"Av. 25 de Abril de 1974, n° 23-3°",2795-197 Linda-a-Velha,Portugal,+351 21 415 23 50,,,Fax: +351 21 418 32 67,,,www.biomerieux.pt/servlet/srt/bio/portugal/home,,added by cicie,200,,
725,Romania,ILEX Biotech CEE,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
726,Russian Federation,ILEX Medical,,"WTC - Moscow, 12, Krasnopresnenskaya nab, Building #2, Suite #931, Russian Federation 123610 ",,,+ 7 495 258-1487,,,,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,200,"Moscow  Russian Federation 123610 ",
727,Rwanda,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
728,Samoa,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
729,San Marino,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
730,Saudi Arabia,Al-Jeel Medical & Trading Co. Ltd.,,"Riyadh 11422; P.O. Box 5012, Kingdom of Saudi Arabia",,,+966 1 216 8222,,,Fax: +966 1 216 8566,,info@aljeel.com,www.aljeel.com.sa/,,added by cicie,200,,
731,Singapore,Innovative Biotech,,"67 Ayer Rajah Crescent, #07-10/12 Ayer Rajah Industrial Estate, Singapore 139950",,,+65-67791919,,,Fax: +6567791112,,"sales@innovativebiotech.com.sg ",www.innobiotech.com.sg/,,added by cicie,200,,
732,Slovenia,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
733,Solomon Islands,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
734,South Africa,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
735,Spain,bioMérieux,,Manuel Tovar 45-47,28034 Madrid,Spain,+34-91-3581142,,,Fax: +34-91-3580840,,,www.biomerieux.es/servlet/srt/bio/spain/home,,added by cicie,200,,
736,Swaziland,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
737,Switzerland,bioMérieux,,"Avenue blanc 53 - Case postale 2150, 1211 Genève 2",,,+41 0 22 906 57 96,,,Fax: +41 0 22 906 57 36,,,www.biomerieux.ch/servlet/srt/bio/switzerland/home,,added by cicie,200,"bioMérieux Avenue blanc 53 - Case postale 2150, 1211 Genève 2 s",
738,Taiwan,"bioMérieux China, Taiwan Branch",,"Rm. 608, 6-3 Ching Cheng Street, Taipei 105, Taiwan",,,+886 2 2545 2250,,,Fax: +886 2 2545 0959,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
739,Tajikistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
740,Tanzania,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
741,Thailand,Diagnostic Biotech / Biogenetech,,"Biogenetech Building, 18 Soi Udomsuk 37 Sukhumvit 103 Road, Bangjak Prakanong Bangkok 10260, Thailand",,,+662 729 7905,,,Fax: +662 361 4004,,,,,added by cicie,200,,
742,Tonga,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
743,Tunisia,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
744,Turkey - MedKim,MedKim / ILEX Medical,,"1456 Sok. No 16 Kat, 1D.5, Barohan Alsancak 35220, Izamir - Turkey",,,+ 90 232463-90-10,,,Fax: + 90 232 463-45-37,,mesuttamugur@med-kim.com.tr,www.ilexmedical.com/,,added by cicie,200,,
745,Turkmenistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
746,Tuvalu,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
747,Uganda,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
748,Ukraine,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
749,United Arab Emirates,City Pharmacy,,"P.O. Box 2098, Abu Dhabi, U.A.E.",,,+971-2-6323-016,,,Fax: +971-2-6327-147,,cityphrm@emirates.net.ae,www.citypharmacy.com/,,added by cicie,200,,
750,United Kingdom,bioMérieux,,"Grafton Way, Basingstoke, RG22 6HY  Hampshire",,,+44 1256.461881,,,Fax: +44 1256.816863,,,www.biomerieux.co.uk/servlet/srt/bio/englishuk/home,,added by cicie,200,,
751,Uruguay,Laboratorios Tresul,,"Avenida Centenario 2989, 11.600 Montevideo, Uruguay",,,+598 -2 -4863683,,,Fax: +598 -2 -4874108,,,,,added by cicie,200,,
752,Uzbekistan,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
753,Vanuatu,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
754,Vatican City,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
755,Venezuela,Immunolab Laboratorios C.A.,,"Los Ruices, Calle Los Laboratorios, Edificio OFINCA, #42. Caracas 1071 Venezuela",,,"+58 212 2370780 ",,,"Fax: +58 212 2346176 ",,"mercadeo.ventas@inmunolab.com ",www.inmunolab.com/,,added by cicie,200,,
756,Vietnam,A.V. Biotech JSC,,"107 Nguyen Binh Khiem Street, District 1, Ho Chi Minh City, Vietnam",,,+84 8 829-7879,,,Fax: +84 8 910-4059,,,,,added by cicie,200,,
757,Zambia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
758,Zimbabwe,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
759,Australia,Diagnostic Technology,,"Suite 45, 7 Narabang Way, Belrose.  NSW 2085",,,+61 2 9986 2011or 1800 803 950,,,Fax: +61 2 9986 2022,,info@diagnostictechnology.com.au,www.diagnostictechnology.com.au,,added by cicie,200,,
760,Austria - BioProducts,BioProducts,,,,,+ 43 0 2268 6165 66,,,Fax: +43 0 2268 6165 44,,info@bioproducts.at,www.bioproducts.at,,added by cicie,200,,
761,Austria - GenXpress,"GenXpress Service & Vertrieb GmbH ",Elke Zechner,"AURA Business Center, Triester Str. 10/3 A-2351 Wiener Neudorf, Austria",,,+43 2236/86 51 80-0,,,,,elke.zechner@genxpress.at,www.genxpress.at,,added by cicie,200,,
762,Belgium,Lucron Bioproducts bvba,"Luc De Bock ","Willemsdorp 2, B-9840 De Pinte, Belgium",,,+32 9282 0531,,,Fax: + 32 9282 0532,,info@lucronbioproducts.com,"www.lucronbioproducts.com ",,added by cicie,200,,
763,Bosnia & Herzegovina,Jasika d.o.o.,"Mr.sc. Ivana Tomicic ","Remetinecka cesta 115, 10000 Zagreb, Croatia",,,+ 385 1 6552 664,,,Fax: + 385 1 6535 018,,ivana.tomicic@jasika.hr,,,added by cicie,200,,
764,Brunei,All Eights (M) Sdn Bhd,"Mr. Ng Choon Lee ","45 Jalan TS 6/10A, Subang Industrial Park, 47610 Subang Jaya, Selangor, Malaysia",,,+,,,,,all8@alleights.com.my,www.alleights.com,,added by cicie,200,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
765,Canada,Inverness/Med-Ox Diagnostics,"Jeff Roberts ",1-57 Iber Road,"Ottawa, Ontario K2S 1E7",,"1-800-818-8335 ",,,"Fax: +1-613-271-1148 ",,jeff.roberts@invmed.com,www.medox.net,,added by cicie,200,,
766,Croatia,Jasika d.o.o.,"Mr.sc. Ivana Tomicic ","Remetinecka cesta 115, 10000 Zagreb, Croatia",,,+ 385 1 6552 664,,,Fax: + 385 1 6535 018,,ivana.tomicic@jasika.hr,,,added by cicie,200,,
767,Czech Republic,Dynex s.r.o.,"Richard Kordiovsky ","Na Cihadle 32, 160 00 Praha 6, Czech Republic",,,+420 224 313 375,,,Fax: +420 224 320 133,,office@dynex.cz,www.dynex.cz,,added by cicie,200,,
768,Denmark,Biotech-IgG A/S,"Alistair Hurst ","?sterbrogade 95, DK-2100 Copenhagen. Denmark",,,+45 3538 0500,,,Fax: +45 3538 7322,,ajh@biotech-igg.com,www.biotech-igg.com,,added by cicie,200,,
769,Finland - Immuno Diagnostics,Immuno Diagnostic Oy,,"Kaivokatu 16, 13100 H?mmeenlinna, Finland",,,+358-3-615 370,,,Fax: +358-3-6822 039,,immuno.diagnostic@immuno.htk.fi,www.immunodiagnostic.fi,,added by cicie,200,,
770,France,Argene,"Pascal Margry ","Parc Technologique Delta Sud, 09340 Verniolle. France",,,+33 05 61 69 61 00,,,Fax: +33 05 61 69 61 01,,pascal.margry@argene.com,www.argene.com,,added by cicie,200,,
771,Germany,ltf-Labortechnik GmbH & Co. KG,"Dr. Rudi Walser ","Hattnauer Strasse 18, 88142 Wasserburg/B. Germany",,,+49 0 8382-9852-0,,,Fax: +49 0 8382-9852-32,,info@labortechnik.com,www.labortechnik.com,,added by cicie,200,,
772,Greece,VARELAS S.A.,"Vassilis Tziotis ","2, Achilleos St, 104 37 Athens. Greece",,,+30 210 52 81 900,,,Fax: +30 210 52 20 926,,varelas@otenet.gr,,,added by cicie,200,,
773,India,ZOETIC HEALTHCARE P. LTD,"Nikhil Majithia ","8th Floor, The Chambers, Opp. New Gurudwara, Sarkhej - Gandhinagar Highway, Ahmedabad ? 380 054, Gujarat, India",,,+91 79 26857382 or 26857428,,,Fax: +91 79 26859892,,nikhil@zoetic.co.in,,,added by cicie,200,,
774,Ireland,"Medical Supply Co, Ltd","Marie Louise Flannery ","Durmastown, Mulhuddart, Dublin 15. Ireland",,,+353 1 822 4222,,,"Fax: +353 1 822 4100 ",,mflannery@medical-supply.ie,www.medical-supply.ie,,added by cicie,200,,
775,Israel,Gamidor Diagnostics (1984) Ltd.,"Hila Gilboa ","32 Shaham Street, Petach Tikva. Israel",,,+972 3 9277277,,,Fax: +972 3 9277278,,hila@gamidor.co.il,www.gamidor.com,,added by cicie,200,,
776,Italy,Arrow Diagnostics S.r.l.,"Mascarino Gianluigi ","Viale Modugno, 1/5, 16154 Genova. Italy",,,+39 010 66 71 796,,,Fax: +39 010 61 20 971,,glm@arrowdiagnostics.it,www.arrowdiagnostics.it,,added by cicie,200,,
777,Japan,"Cosmo Bio Company, Ltd.","Junko Tochigi ","Toyo Ekimaie Building, 2-2-20 Toyo, Koto-ku, Tokyo, 135-0016. Japan",,,+ 81 03 5632 9616,,,Fax: +81 03 5632 9614,,jtochigi@cosmobio.co.jp,www.cosmobio.co.jp,,added by cicie,200,,
778,Jordan,Envirolife,"Ayed Abu-Gheith ","Mulabus Commercial Center, 4th Floor, Al-Madina Al-Munawara Street, Telaa Al-Ali, P.O. Box 1707, Amman 11953. Jordan",,,+962 6 5529 530,,,Fax: +962 6 5529 535,,envirolife@wanadoo.jo,,,added by cicie,200,,
779,Korea - Woongbee,"WOONGBEE MeDiTech, Inc",,"4th floor Jaewon Bldg., 662-15 Yeoksam-dong, Kangnam-Ku, Seoul, Korea 135-080",,,+82 2 569 0781,,,Fax: +82 2 569 0784,,woongbee@chollian.net,www.woongbee.com,,added by cicie,200,,
780,Kuwait,Bader Sultan & Bros Co. W.L.L.,"Hisham Ezzat ","P.O. Box 867, Safat 13009","Safat, Kuwait",,+965 4332555,,,Fax: +965 4334217,,hisham@sultan.com.kw,,,added by cicie,200,,
781,Latvia,"Interlux, SIA","Nauris Sedlers ","Lubanas Street 78, Riga LV-1073. Latvia",,,+371 7795240,,,Fax: +371 7795241,,info@interlux.lv,www.interlux.lv,,added by cicie,200,,
782,Lithuania,"Interlux, UAB","Maksim Bratchikov ","Avieciu Street 16, Vilnius, LT-08418. Lithuania",,,+370 52786850,,,Fax: +370 52796728,,spirit@interlux.lt,www.interlux.lt,,added by cicie,200,,
783,Luxembourg,Lucron Bioproducts bvba,"Luc De Bock ","Willemsdorp 2, B-9840 De Pinte, Belgium",,,+32 9282 0531,,,Fax: + 32 9282 0532,,info@lucronbioproducts.com,"www.lucronbioproducts.com ",,added by cicie,200,,
784,Malaysia,All Eights (M) Sdn Bhd,"Mr. Ng Choon Lee ","45 Jalan TS 6/10A, Subang Industrial Park, 47610 Subang Jaya, Selangor, Malaysia",,,+,,,,,all8@alleights.com.my,www.alleights.com,,added by cicie,200,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
785,Malta,"Scientech Ltd ",Noel Azzopardi,"No. 22 Sqaq ix-Xatt Nru 3, Pieta. PTA 0160. Malta",,,"+356 9945 5980 ",,,Fax: +356 2149 3640,,"scientech@waldonet.net.mt ",,,added by cicie,200,,
